"t","id","name","active","x","y","z","v","distance","location","terrain type","attractor","occupant_target","last_goal_started","TEMPERATURE","OXYGEN VOLUME FRACTION","CARBON MONOXIDE VOLUME FRACTION","CARBON DIOXIDE VOLUME FRACTION","SOOT VISIBILITY","*FED_TOTAL*"
"s","","","","m","m","m","m/s","m","","","","","","C","mol/mol","mol/mol","mol/mol","m",""
70.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.285892,0.183595,0.000714,0.012877,2.576375,0.022025
71.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,176.001155,0.180699,0.000800,0.014387,2.380870,0.026683
71.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.075452,0.184541,0.000686,0.012384,2.658387,0.022567
72.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,182.915303,0.180229,0.000814,0.014632,2.381266,0.027356
72.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,150.619451,0.185795,0.000649,0.011731,2.777977,0.023076
73.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,174.358163,0.181193,0.000786,0.014129,2.431927,0.027995
73.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,149.900802,0.185949,0.000644,0.011650,2.794722,0.023585
74.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.014875,0.182423,0.000749,0.013488,2.497654,0.028616
74.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,154.233133,0.185266,0.000664,0.012006,2.735475,0.024114
75.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.494583,0.181226,0.000785,0.014112,2.379836,0.029247
75.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.571991,0.183098,0.000729,0.013136,2.516702,0.024689
76.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,168.414760,0.181071,0.000789,0.014193,2.370308,0.029911
76.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.885708,0.182992,0.000732,0.013191,2.507947,0.025288
77.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,176.092227,0.180269,0.000813,0.014611,2.335772,0.030588
77.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.081072,0.182681,0.000741,0.013354,2.478359,0.025884
78.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,185.348619,0.180148,0.000817,0.014674,2.372736,0.031273
78.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.398073,0.183475,0.000718,0.012940,2.535178,0.026453
79.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,187.143565,0.180525,0.000806,0.014477,2.431110,0.031918
79.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,149.992705,0.185109,0.000669,0.012088,2.677721,0.026979
80.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.178589,0.183108,0.000729,0.013131,2.589553,0.032518
80.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,149.421195,0.185354,0.000662,0.011960,2.703661,0.027502
81.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.451210,0.183628,0.000713,0.012860,2.612963,0.033107
81.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,151.278810,0.185158,0.000668,0.012062,2.690177,0.028031
82.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,169.136988,0.181786,0.000768,0.013820,2.448727,0.033739
82.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,158.376892,0.184341,0.000692,0.012488,2.637577,0.028587
83.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.626539,0.181008,0.000791,0.014225,2.378147,0.034384
83.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.420345,0.183508,0.000717,0.012923,2.570190,0.029154
84.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.617477,0.181950,0.000763,0.013735,2.450428,0.035025
84.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,159.193710,0.183696,0.000711,0.012825,2.572688,0.029730
85.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.493683,0.181838,0.000766,0.013793,2.444911,0.035670
85.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,159.481249,0.183614,0.000714,0.012867,2.565256,0.030315
86.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,178.200214,0.180404,0.000809,0.014540,2.370669,0.036362
86.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.583614,0.182743,0.000739,0.013321,2.486718,0.030917
87.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,187.754038,0.178965,0.000852,0.015291,2.287604,0.037079
87.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.903951,0.182658,0.000742,0.013366,2.481577,0.031507
88.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,189.180923,0.179570,0.000834,0.014975,2.349838,0.037792
88.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,146.755798,0.185963,0.000644,0.011643,2.794698,0.032042
89.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,185.416401,0.180062,0.000819,0.014719,2.379882,0.038453
89.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,145.851493,0.186108,0.000639,0.011567,2.804269,0.032534
90.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,171.935955,0.181771,0.000768,0.013828,2.481444,0.039095
90.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,143.705359,0.186428,0.000630,0.011400,2.816282,0.033029
91.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.096782,0.181814,0.000767,0.013806,2.471553,0.039727
91.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,146.633237,0.186104,0.000639,0.011569,2.790101,0.033525
92.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.511668,0.181554,0.000775,0.013941,2.440298,0.040362
92.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,148.267838,0.186418,0.000630,0.011406,2.861573,0.034012
93.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.690595,0.181904,0.000764,0.013758,2.461183,0.040982
93.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,146.686797,0.186935,0.000615,0.011136,2.930028,0.034491
94.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.748863,0.183080,0.000729,0.013146,2.562923,0.041568
94.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,147.063992,0.186655,0.000623,0.011282,2.873767,0.034975
95.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,154.018911,0.184778,0.000679,0.012260,2.729705,0.042107
95.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,148.671900,0.186155,0.000638,0.011543,2.808385,0.035474
96.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,152.513304,0.185057,0.000671,0.012115,2.749758,0.042649
96.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,151.377963,0.185630,0.000653,0.011816,2.750325,0.035988
97.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,164.560623,0.182421,0.000749,0.013489,2.496747,0.043236
97.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,156.960144,0.184457,0.000688,0.012428,2.646911,0.036532
98.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.433212,0.181908,0.000764,0.013757,2.457201,0.043855
98.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,155.540329,0.184724,0.000680,0.012289,2.675308,0.037075
99.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.667618,0.182029,0.000761,0.013693,2.463904,0.044472
99.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,156.250016,0.184523,0.000686,0.012394,2.655049,0.037630
100.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.414091,0.182701,0.000741,0.013343,2.505099,0.045073
100.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.929467,0.183966,0.000703,0.012683,2.598602,0.038187
101.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,158.981832,0.183258,0.000724,0.013053,2.544252,0.045662
101.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,154.308962,0.184652,0.000683,0.012326,2.668578,0.038726
102.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,164.282170,0.182534,0.000746,0.013430,2.498594,0.046275
102.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,148.700256,0.185887,0.000646,0.011683,2.799717,0.039235
103.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,174.958046,0.181014,0.000791,0.014223,2.407093,0.046931
103.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,146.504525,0.186504,0.000627,0.011361,2.865978,0.039726
104.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,183.316413,0.179580,0.000834,0.014970,2.325678,0.047634
104.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,146.147334,0.186587,0.000625,0.011318,2.861702,0.040214
105.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,177.359660,0.180176,0.000816,0.014659,2.350513,0.048304
105.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,149.835454,0.185908,0.000645,0.011672,2.787125,0.040724
106.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,163.023331,0.182217,0.000755,0.013595,2.455322,0.048952
106.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,159.750610,0.183525,0.000716,0.012913,2.551861,0.041259
107.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.756057,0.182255,0.000754,0.013576,2.457408,0.049562
107.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,159.717953,0.183509,0.000717,0.012922,2.550056,0.041838
108.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,160.210011,0.182613,0.000743,0.013389,2.477027,0.050168
108.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,159.172585,0.183392,0.000720,0.012983,2.536117,0.042413
109.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.357452,0.182288,0.000753,0.013558,2.458475,0.050797
109.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.017624,0.183867,0.000706,0.012736,2.575592,0.042975
110.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,172.060810,0.180944,0.000793,0.014259,2.386818,0.051465
110.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,155.125055,0.184194,0.000696,0.012565,2.600110,0.043527
111.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,177.150737,0.180168,0.000816,0.014664,2.347524,0.052136
111.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,152.965281,0.184483,0.000688,0.012414,2.619889,0.044072
112.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.202275,0.181196,0.000786,0.014127,2.408588,0.052771
112.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,151.456669,0.184673,0.000682,0.012315,2.632803,0.044617
113.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,163.111329,0.182257,0.000754,0.013575,2.469278,0.053388
113.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,153.195079,0.184133,0.000698,0.012597,2.581844,0.045184
114.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,163.689905,0.182067,0.000760,0.013673,2.449902,0.054009
114.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.245984,0.183103,0.000729,0.013133,2.495492,0.045776
115.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,162.965082,0.182150,0.000757,0.013630,2.453309,0.054625
115.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,160.065095,0.182377,0.000750,0.013512,2.438689,0.046389
116.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,160.256437,0.182466,0.000748,0.013466,2.469967,0.055234
116.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.455262,0.182013,0.000761,0.013702,2.410767,0.047011
117.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.159049,0.182265,0.000754,0.013570,2.462605,0.055856
117.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,161.491982,0.181980,0.000762,0.013719,2.407692,0.047633
118.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.947590,0.181231,0.000785,0.014109,2.397780,0.056506
118.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,160.637317,0.182168,0.000757,0.013621,2.421015,0.048248
119.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.455414,0.181207,0.000785,0.014122,2.390869,0.057163
119.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.175140,0.182700,0.000741,0.013344,2.459043,0.048851
120.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.609579,0.181140,0.000787,0.014157,2.384817,0.057818
120.000000,1,"00003",0,5.014450,1.727794,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.408541,0.182624,0.000743,0.013383,2.452772,0.049460
121.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.705125,0.180736,0.000799,0.014367,2.349148,0.058487
121.000000,1,"00003",1,4.489069,1.706133,0.000000,1.010063,0.525827,"Floor 0.0 m->Room00","level",,,0,155.995606,0.183005,0.000732,0.013185,2.486382,0.050069
122.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,168.650608,0.180218,0.000815,0.014637,2.307333,0.059165
122.000000,1,"00003",1,3.515413,1.665989,0.000000,0.924600,1.500311,"Floor 0.0 m->Room00","level",,,0,186.245665,0.177958,0.000882,0.015815,2.231970,0.050747
123.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.073601,0.180309,0.000812,0.014590,2.305434,0.059850
123.000000,1,"00003",1,2.522254,1.588606,0.000000,1.190000,2.500784,"Floor 0.0 m->Room00","level",,,0,116.403674,0.189146,0.000549,0.009984,3.135883,0.051371
124.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,171.438999,0.179288,0.000842,0.015122,2.241219,0.060574
124.000000,1,"00003",0,1.421526,1.581664,0.000000,0.595000,3.601534,"Floor 0.0 m->Room00","level",,,0,93.898202,0.189233,0.000546,0.009938,2.846161,0.051755
125.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,176.629377,0.178204,0.000875,0.015687,2.179030,0.061314
125.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,94.506676,0.189145,0.000549,0.009984,2.835308,0.052173
126.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,175.970017,0.178287,0.000872,0.015644,2.182503,0.062046
126.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.325447,0.188970,0.000554,0.010075,2.815108,0.052592
127.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.554705,0.179387,0.000840,0.015070,2.247695,0.062750
127.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.617689,0.188968,0.000554,0.010076,2.818473,0.053010
128.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.782043,0.180407,0.000809,0.014539,2.311854,0.063429
128.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.050591,0.189048,0.000552,0.010035,2.834747,0.053427
129.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.226356,0.180491,0.000807,0.014495,2.317744,0.064097
129.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.003615,0.189037,0.000552,0.010041,2.832963,0.053844
130.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,164.626724,0.180799,0.000797,0.014334,2.347812,0.064761
130.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.982330,0.188883,0.000557,0.010121,2.811815,0.054263
131.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,164.542922,0.180813,0.000797,0.014327,2.349182,0.065420
131.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.056557,0.188874,0.000557,0.010126,2.810912,0.054685
132.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,163.810941,0.180926,0.000794,0.014268,2.361270,0.066079
132.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.916439,0.188793,0.000559,0.010168,2.804422,0.055108
133.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.016728,0.180678,0.000801,0.014398,2.344721,0.066746
133.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,97.336913,0.188827,0.000558,0.010150,2.813610,0.055531
134.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.884940,0.180074,0.000819,0.014713,2.304738,0.067430
134.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,97.248820,0.188886,0.000556,0.010119,2.822725,0.055951
135.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,169.257759,0.179671,0.000831,0.014922,2.277142,0.068124
135.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.448382,0.188989,0.000553,0.010065,2.835397,0.056370
136.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.529392,0.179917,0.000824,0.014794,2.287310,0.068813
136.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.788811,0.188976,0.000554,0.010072,2.832516,0.056788
137.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.547502,0.180216,0.000815,0.014639,2.301056,0.069498
137.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.304354,0.188879,0.000557,0.010123,2.819184,0.057210
138.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.916382,0.179737,0.000829,0.014888,2.263259,0.070201
138.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.164768,0.188771,0.000560,0.010179,2.804005,0.057634
139.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,170.524311,0.179014,0.000851,0.015265,2.219363,0.070916
139.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.305427,0.188734,0.000561,0.010199,2.796961,0.058059
140.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.432503,0.179779,0.000828,0.014866,2.269338,0.071601
140.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.690445,0.188754,0.000560,0.010188,2.795512,0.058483
141.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.942531,0.181691,0.000771,0.013870,2.391379,0.072234
141.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.389971,0.188834,0.000558,0.010146,2.806567,0.058906
142.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,157.726949,0.181853,0.000766,0.013785,2.405734,0.072875
142.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.109592,0.188703,0.000562,0.010215,2.786673,0.059332
143.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,167.588677,0.180040,0.000820,0.014730,2.285775,0.073557
143.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,95.507923,0.188486,0.000568,0.010328,2.755356,0.059763
144.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,172.439236,0.179025,0.000850,0.015259,2.221356,0.074267
144.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.128210,0.188369,0.000572,0.010389,2.741889,0.060197
145.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,169.701236,0.179365,0.000840,0.015082,2.236330,0.074969
145.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.393698,0.188412,0.000571,0.010366,2.751148,0.060630
146.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,165.778763,0.179579,0.000834,0.014971,2.231863,0.075667
146.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,97.109100,0.188474,0.000569,0.010334,2.763380,0.061062
147.000000,0,"00002",0,4.960098,0.806825,0.000000,0.000000,0.000000,"Floor 0.0 m->Room00","level",,,0,166.769406,0.179447,0.000838,0.015039,2.225740,0.076380
147.000000,1,"00003",0,1.478997,1.582026,0.000000,0.000000,3.807755,"Floor 0.0 m->Room00","level",,,0,96.892712,0.188527,0.000567,0.010306,2.770701,0.061490
